,Year,Make,Model,Variant,Engine Type,City,Transmission,Price_numeric,Distance_numeric,New_price_numeric,Price_Drop_%,to_drop
0,2022,Kia,Seltos,GTX Plus 1.5 Diesel AT,Diesel,Ahmedabad,Automatic (TC),1890000.0,36000,2000000.0,5.5,0
1,2021,Tata,Harrier [2019-2023],XZ,Diesel,Ahmedabad,Manual,1780000.0,68578,1913000.0,6.952430737062206,0
2,2019,Volkswagen,Polo,Trendline 1.0L MPI,Petrol,Ahmedabad,Manual,450000.0,48000,649000.0,30.662557781201848,0
6,2022,Maruti Suzuki,Celerio,ZXi,Petrol,Ahmedabad,Manual,581000.0,26009,611000.0,4.909983633387888,0
7,2016,Mahindra,XUV500 [2015-2018],W10,Diesel,Ahmedabad,Manual,851000.0,68275,1683000.0,49.435531788472964,0
8,2019,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Ahmedabad,Manual,890000.0,66290,908000.0,1.9823788546255507,0
9,2019,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Ahmedabad,Manual,900000.0,66290,908000.0,0.881057268722467,0
10,2015,Toyota,Fortuner [2012-2016],3.0 4x2 AT,Diesel,Ahmedabad,Automatic,1651000.0,70358,2647000.0,37.6275028333963,0
11,2021,Honda,Amaze [2018-2021],1.2 V CVT Petrol,Petrol,Ahmedabad,Automatic (CVT),775000.0,58000,862000.0,10.092807424593968,0
12,2021,Mahindra,Thar,LX Hard Top Diesel AT,Diesel,Ahmedabad,Automatic (TC),1451000.0,29926,1628000.0,10.872235872235873,0
13,2019,Honda,Amaze [2018-2021],1.2 S MT Petrol,Petrol,Ahmedabad,Manual,625000.0,80306,712000.0,12.219101123595506,0
14,2020,Kia,Seltos [2019-2022],GTX Plus 1.4,Petrol,Ahmedabad,Manual,1550000.0,35092,1695000.0,8.55457227138643,0
15,2019,Honda,WR-V [2017-2020],VX MT Petrol,Petrol,Ahmedabad,Manual,821000.0,19122,940000.0,12.659574468085106,0
16,2020,Hyundai,Venue [2019-2022],S 1.0 Turbo,Petrol,Ahmedabad,Manual,850000.0,29564,874000.0,2.745995423340961,0
17,2020,Kia,Seltos [2019-2022],HTX IVT 1.5 [2019-2020],Petrol,Ahmedabad,Automatic (CVT),1300000.0,41477,1409000.0,7.73598296664301,0
18,2020,Kia,Seltos [2019-2022],HTK 1.5,Petrol,Ahmedabad,Manual,1051000.0,57277,1125000.0,6.577777777777778,0
19,2019,Honda,Jazz,V,Petrol,Ahmedabad,Manual,675000.0,23044,811000.0,16.769420468557335,0
22,2018,Skoda,Kodiaq,Style,Diesel,Ahmedabad,Automatic (DCT),2251000.0,84398,3850000.0,41.532467532467535,0
23,2021,MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Petrol,Ahmedabad,Automatic (DCT),1651000.0,35353,1757000.0,6.033010813887308,0
24,2023,MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,Diesel,Ahmedabad,Automatic (TC),3650000.0,21122,4316000.0,15.430954587581095,0
26,2020,Hyundai,Creta,SX (O) 1.5 Diesel,Diesel,Ahmedabad,Manual,1651000.0,57720,1885000.0,12.413793103448276,0
27,2018,Toyota,Yaris,J CVT,Petrol,Ahmedabad,Automatic (CVT),840000.0,38419,1199000.0,29.941618015012512,0
28,2019,Honda,WR-V [2017-2020],VX MT Petrol,Petrol,Ahmedabad,Manual,725000.0,49611,940000.0,22.872340425531913,0
29,2016,Honda,Brio,S MT,Petrol,Ahmedabad,Manual,425000.0,34689,532000.0,20.112781954887218,0
30,2023,Kia,Seltos,HTX 1.5 Diesel AT,Diesel,Ahmedabad,Automatic (TC),1735000.0,25600,1822000.0,4.774972557628979,0
31,2021,Kia,Sonet [2020-2022],HTK Plus 1.2,Petrol,Ahmedabad,Manual,900000.0,25789,905000.0,0.5524861878453038,0
32,2017,Honda,BR-V,S Diesel,Diesel,Ahmedabad,Manual,675000.0,93990,1195000.0,43.51464435146444,0
33,2022,Kia,Seltos,HTK Plus 1.5 Diesel AT,Diesel,Ahmedabad,Automatic (TC),1391000.0,41703,1692000.0,17.789598108747047,0
34,2020,BMW,X3 [2018-2022],xDrive 20d Luxury Line,Diesel,Ahmedabad,Automatic (TC),4825000.0,76692,6483000.0,25.574579669905905,0
35,2022,Land Rover,Range Rover Velar [2017-2023],S R-Dynamic 2.0 Petrol,Petrol,Ahmedabad,Automatic (TC),8850000.0,8680,8941000.0,1.0177832457219549,0
36,2019,Jaguar,XE [2016-2019],Prestige,Diesel,Ahmedabad,Automatic,2750000.0,72630,4437000.0,38.02118548568853,0
37,2020,Jeep,Compass [2017-2021],Limited Plus 2.0 Diesel 4x4 AT,Diesel,Ahmedabad,Automatic (TC),1851000.0,56371,2503000.0,26.048741510187774,0
38,2018,Jaguar,XF,Prestige Diesel,Diesel,Ahmedabad,Automatic,2800000.0,83190,5507000.0,49.15562011984746,0
39,2021,Land Rover,Discovery [2014-2017],SE,Diesel,Ahmedabad,Automatic,5600000.0,22936,10500000.0,46.666666666666664,0
40,2020,MINI,Cooper,S,Petrol,Ahmedabad,Automatic (DCT),3000000.0,24727,4195000.0,28.486293206197853,0
43,2018,BMW,X5 [2012-2014],xDrive 30d,Diesel,Ahmedabad,Automatic,4651000.0,41964,7841000.0,40.68358627726055,0
44,2015,Honda,Amaze [2013-2016],1.5 S i-DTEC,Diesel,Ahmedabad,Manual,460000.0,95000,723000.0,36.376210235131396,0
45,2015,Hyundai,Elite i20 [2014-2015],Sportz 1.2,Petrol,Ahmedabad,Manual,531000.0,105072,676000.0,21.449704142011836,0
46,2023,Land Rover,Discovery [2014-2017],SE,Mild,(Electric,Automatic,6600000.0,125,10500000.0,37.142857142857146,0
47,2023,Audi,A6,Technology 45 TFSI,Petrol,Ahmedabad,Automatic (DCT),5450000.0,8300,7041000.0,22.596222127538702,0
49,2017,Hyundai,Elite i20 [2014-2015],Sportz 1.2,Petrol,Ahmedabad,Manual,565000.0,90261,676000.0,16.420118343195266,0
50,2022,Audi,A6,Premium Plus 45 TFSI,Petrol,Ahmedabad,Automatic (DCT),4900000.0,22840,6407000.0,23.521148743561728,0
51,2023,Audi,Q3,40 TFSI Premium,Petrol,Ahmedabad,Automatic (DCT),3850000.0,6900,4381000.0,12.12052042912577,0
52,2023,Audi,Q3,40 TFSI Premium,Petrol,Ahmedabad,Automatic (DCT),3850000.0,9529,4381000.0,12.12052042912577,0
53,2023,Audi,A6,Technology 45 TFSI,Petrol,Ahmedabad,Automatic (DCT),5450000.0,8577,7041000.0,22.596222127538702,0
54,2016,Mahindra,TUV300 [2015-2019],T4,Diesel,Ahmedabad,Manual,575000.0,75000,780000.0,26.282051282051285,0
55,2017,Hyundai,Elite i20 [2014-2015],Asta 1.2,Petrol,Ahmedabad,Manual,590000.0,60000,712000.0,17.134831460674157,0
56,2021,Toyota,Innova Crysta [2020-2023],ZX 2.4 AT 7 STR,Diesel,Ahmedabad,Automatic (TC),2600000.0,88236,2676000.0,2.8400597907324365,0
57,2022,Mahindra,XUV700,AX 7 Diesel  AT Luxury Pack 7 STR [2021],Diesel,Ahmedabad,Automatic (TC),2291000.0,51853,2421000.0,5.3696819496076,0
59,2022,Audi,Q8,Celebration,Petrol,Ahmedabad,Automatic (TC),8600000.0,5233,10700000.0,19.626168224299064,0
60,2020,Hyundai,Creta,SX (O) 1.5 Diesel,Diesel,Ahmedabad,Manual,1599000.0,87000,1885000.0,15.172413793103448,0
61,2019,Volvo,XC60 [2015-2017],Inscription,Diesel,Ahmedabad,Automatic,5251000.0,51321,5740000.0,8.519163763066203,0
62,2019,Jeep,Compass [2017-2021],Limited 2.0 Diesel,Diesel,Ahmedabad,Manual,1251000.0,80388,1973000.0,36.594019260010135,0
63,2019,BMW,X1 [2010-2012],sDrive20d,Diesel,Ahmedabad,Automatic,2551000.0,59939,2580000.0,1.124031007751938,0
64,2015,Honda,Brio,S MT,Petrol,Ahmedabad,Manual,395000.0,45579,532000.0,25.75187969924812,0
66,2017,Honda,WR-V [2017-2020],VX MT Petrol,Petrol,Ahmedabad,Manual,691000.0,51430,940000.0,26.489361702127663,0
69,2014,Renault,Duster [2012-2015],110 PS RxZ Diesel,Diesel,Ahmedabad,Manual,551000.0,23782,1158000.0,52.417962003454235,0
70,2018,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Ahmedabad,Automatic,1975000.0,126216,2258000.0,12.533215234720993,0
71,2019,Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Diesel,Ahmedabad,Manual,815000.0,77723,846000.0,3.664302600472813,0
72,2020,MG,Hector [2019-2021],Sharp 2.0 Diesel,Diesel,Ahmedabad,Manual,1351000.0,88495,1790000.0,24.525139664804467,0
74,2014,Hyundai,i20 [2010-2012],Sportz 1.4 CRDI,Diesel,Ahmedabad,Manual,450000.0,85000,722000.0,37.67313019390582,0
75,2017,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Ahmedabad,Manual,565000.0,29500,625000.0,9.6,0
77,2016,Mahindra,XUV500 [2011-2015],W6,Diesel,Ahmedabad,Manual,775000.0,84277,1259000.0,38.44320889594917,0
78,2016,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Ahmedabad,Automatic,1951000.0,72119,3352000.0,41.795942720763726,0
79,2021,Audi,A4,Premium 40 TFSI,Petrol,Ahmedabad,Automatic (DCT),3500000.0,16262,4534000.0,22.805469783855315,0
80,2021,Mahindra,XUV700,AX 7 Petrol AT Luxury Pack 7 STR [2021],Petrol,Ahmedabad,Automatic (TC),2300000.0,6592,2360000.0,2.5423728813559325,0
82,2017,Hyundai,Tucson [2016-2020],2WD AT GLS Diesel,Diesel,Ahmedabad,Automatic,1400000.0,74952,2449000.0,42.83380971825235,0
83,2021,MG,Gloster,Savvy 6 STR 2.0 Twin Turbo 4WD,Diesel,Ahmedabad,Automatic (TC),3075000.0,65273,4316000.0,28.753475440222427,0
84,2014,Audi,A6[2011-2015],2.0 TDI Premium,Diesel,Ahmedabad,Automatic,1400000.0,83758,4649000.0,69.8859969885997,0
85,2018,Land Rover,Range Rover Sport [2013-2018],SDV6 S,Diesel,Ahmedabad,Automatic,6500000.0,47380,9470000.0,31.362196409714887,0
86,2018,Land Rover,Discovery [2014-2017],HSE,Diesel,Ahmedabad,Automatic,4100000.0,77000,11300000.0,63.716814159292035,0
89,2015,Hyundai,Xcent,E,Petrol,Ahmedabad,Manual,411000.0,26636,581000.0,29.259896729776248,0
91,2023,Toyota,Innova Crysta,ZX 2.4 7 STR,Diesel,Ahmedabad,Manual,2575000.0,21000,2630000.0,2.091254752851711,0
92,2018,Mahindra,XUV500 [2011-2015],W6,Diesel,Ahmedabad,Manual,990000.0,40500,1259000.0,21.36616362192216,0
93,2023,Mahindra,Thar,LX Hard Top Diesel MT,Diesel,Ahmedabad,Manual,1390000.0,15000,1486000.0,6.460296096904441,0
94,2018,Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Petrol,Ahmedabad,Manual,500000.0,90000,606000.0,17.491749174917494,0
95,2017,Honda,Jazz,V,Petrol,Ahmedabad,Manual,400000.0,226500,811000.0,50.67817509247842,0
97,2019,Kia,Seltos [2019-2022],HTX Plus 1.5 Diesel,Diesel,Ahmedabad,Manual,1350000.0,76000,1639000.0,17.632702867602195,0
98,2022,Tata,Safari [2021-2023],XTA Plus,Diesel,Ahmedabad,Automatic (TC),1695000.0,22500,2078000.0,18.43118383060635,0
99,2015,Mahindra,XUV500 [2011-2015],W8,Diesel,Ahmedabad,Manual,500000.0,100518,1430000.0,65.03496503496503,0
101,2018,Hyundai,Creta [2018-2019],SX 1.6 Petrol,Petrol,Ahmedabad,Manual,1000000.0,42800,1206000.0,17.081260364842453,0
103,2022,Volkswagen,Virtus,Highline 1.0 TSI AT,Petrol,Ahmedabad,Automatic (TC),1400000.0,13000,1488000.0,5.913978494623656,0
106,2018,Maruti Suzuki,Celerio X,Zxi,Petrol,Ahmedabad,Manual,490000.0,66712,539000.0,9.090909090909092,0
107,2022,Kia,Carens,Luxury Plus 1.5 Diesel AT 7 STR,Diesel,Ahmedabad,Automatic (TC),1850000.0,31592,1912000.0,3.2426778242677825,0
109,2022,Maruti Suzuki,Baleno,Alpha AGS,Petrol,Ahmedabad,Automatic (AMT),925000.0,30183,988000.0,6.376518218623482,0
110,2022,Hyundai,Alcazar,Signature (O) 6 STR 1.5 Diesel AT,Diesel,Ahmedabad,Automatic (TC),2050000.0,33746,2093000.0,2.0544672718585764,0
111,2020,Hyundai,Venue,SX 1.5 CRDi,Diesel,Ahmedabad,Manual,990000.0,56410,1237000.0,19.967663702506062,0
114,2016,Audi,Q3 [2012-2015],35 TDI Premium,Diesel,Ahmedabad,Automatic,1975000.0,75000,3375000.0,41.48148148148148,0
115,2022,MG,Astor,Super EX 1.5 MT [2021-2023],Petrol,Ahmedabad,Manual,1090000.0,35000,1220000.0,10.655737704918032,0
116,2022,MG,Astor,Super 1.5 MT [2021-2023],Petrol,Ahmedabad,Manual,1190000.0,7900,1226000.0,2.936378466557912,0
117,2021,Tata,Tiago,XZ,Petrol,Ahmedabad,Manual,625000.0,28500,639000.0,2.190923317683881,0
118,2020,Kia,Seltos [2019-2022],HTK Plus 1.5,Diesel,Ahmedabad,Manual,1190000.0,76800,1235000.0,3.643724696356275,0
119,2021,Hyundai,Creta,S 1.5 Petrol,Petrol,Ahmedabad,Manual,1290000.0,6500,1343000.0,3.9463886820551006,0
120,2020,Volkswagen,Ameo,Highline1.2L Plus (P) 16 Alloy [2017-2018],Petrol,Ahmedabad,Manual,575000.0,53500,757000.0,24.042272126816382,0
121,2017,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Ahmedabad,Automatic,2250000.0,75000,3352000.0,32.875894988066825,0
122,2021,Tata,Tiago,XZ,Petrol,Ahmedabad,Manual,615000.0,42200,639000.0,3.755868544600939,0
123,2017,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Ahmedabad,Manual,950000.0,87000,1266000.0,24.960505529225905,0
124,2020,Kia,Carnival,Prestige 7 STR,Diesel,Ahmedabad,Automatic (TC),2790000.0,36000,3097000.0,9.912818856958348,0
125,2017,Honda,Jazz,V,Petrol,Ahmedabad,Manual,650000.0,43000,811000.0,19.852034525277436,0
126,2018,Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Petrol,Ahmedabad,Automatic,1090000.0,61000,1356000.0,19.616519174041297,0
127,2017,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Ahmedabad,Automatic,1890000.0,92000,2258000.0,16.29760850310009,0
129,2022,MG,Hector [2021-2023],Sharp 1.5 Petrol Turbo DCT,Petrol,Ahmedabad,Automatic (DCT),1750000.0,23600,2003000.0,12.631053419870195,0
130,2015,Skoda,Octavia [2015-2017],2.0 TDI CR Ambition,Diesel,Ahmedabad,Manual,875000.0,63900,1673000.0,47.69874476987448,0
132,2020,Kia,Seltos [2019-2022],HTX 1.5,Petrol,Ahmedabad,Manual,1250000.0,25000,1415000.0,11.66077738515901,0
133,2019,Jaguar,XE [2016-2019],Portfolio,Petrol,Ahmedabad,Automatic,2475000.0,66000,4652000.0,46.797076526225275,0
134,2023,Skoda,Slavia,Style 1.0L TSI AT,Petrol,Ahmedabad,Automatic (TC),1450000.0,26500,1693000.0,14.353219137625517,0
136,2022,Kia,Seltos [2019-2022],HTX 1.5,Petrol,Ahmedabad,Manual,1350000.0,35000,1415000.0,4.593639575971731,0
137,2020,BMW,X3 [2018-2022],xDrive 20d Luxury Line,Diesel,Ahmedabad,Automatic (TC),4975000.0,48000,6483000.0,23.26083603270091,0
138,2021,Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Petrol,Ahmedabad,Automatic (DCT),1175000.0,34945,1309000.0,10.236822001527884,0
139,2017,Honda,City [2014-2017],E,Petrol,Ahmedabad,Manual,795000.0,60000,841000.0,5.469678953626635,0
140,2017,Mahindra,Thar [2014-2020],CRDe 4x4 AC,Diesel,Ahmedabad,Manual,650000.0,76000,964000.0,32.572614107883815,0
141,2019,Porsche,Cayenne,Turbo,Petrol,Ahmedabad,Automatic (TC),16500000.0,37600,19300000.0,14.507772020725387,0
142,2020,Kia,Sonet [2020-2022],GTX Plus 1.5,Diesel,Ahmedabad,Manual,1190000.0,59436,1284000.0,7.320872274143301,0
143,2017,BMW,X1 [2010-2012],sDrive20d,Diesel,Ahmedabad,Automatic,1950000.0,41400,2580000.0,24.418604651162788,0
144,2017,Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Diesel,Ahmedabad,Automatic,3300000.0,131000,8625000.0,61.73913043478261,0
145,2022,Toyota,Fortuner,4X2 AT 2.8 Diesel,Diesel,Ahmedabad,Automatic (TC),3400000.0,111000,3821000.0,11.01805809997383,0
146,2017,BMW,X5 [2012-2014],xDrive 30d,Diesel,Ahmedabad,Automatic,4350000.0,40000,7841000.0,44.52238234919015,0
147,2023,Mahindra,Thar,LX Hard Top Diesel MT,Diesel,Ahmedabad,Manual,1390000.0,15900,1486000.0,6.460296096904441,0
149,2019,Honda,Civic,V CVT Petrol,Petrol,Ahmedabad,Automatic (CVT),1350000.0,26000,1795000.0,24.79108635097493,0
150,2022,Porsche,Taycan,4S,Electric,Ahmedabad,Automatic,15500000.0,6421,17500000.0,11.428571428571429,0
151,2018,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Ahmedabad,Automatic,2000000.0,92600,2258000.0,11.426040744021257,0
152,2022,BMW,X3,xDrive20d Luxury Edition,Diesel,Ahmedabad,Automatic (TC),5750000.0,40000,6730000.0,14.561664190193166,0
154,2019,Mahindra,Marazzo,M2 8 STR,Diesel,Ahmedabad,Manual,850000.0,52000,1439000.0,40.931202223766505,0
155,2015,Toyota,Corolla Altis [2014-2017],G,Diesel,Ahmedabad,Manual,799000.0,77000,1674000.0,52.27001194743131,0
156,2022,Skoda,Kodiaq,L&K,Petrol,Ahmedabad,Automatic (DCT),3250000.0,29500,3999000.0,18.72968242060515,0
157,2018,Maruti Suzuki,Ignis,Delta 1.2 MT,Petrol,Ahmedabad,Manual,475000.0,55656,638000.0,25.54858934169279,0
158,2019,Jeep,Compass [2017-2021],Limited Plus Petrol AT,Petrol,Ahmedabad,Automatic (DCT),1790000.0,11467,2195000.0,18.45102505694761,0
160,2021,MG,ZS EV,Exclusive,Electric,Ahmedabad,Automatic,2075000.0,64000,2398000.0,13.46955796497081,0
161,2020,MG,ZS EV,Exclusive,Electric,Ahmedabad,Automatic,2075000.0,56000,2398000.0,13.46955796497081,0
162,2019,Hyundai,Santro,Magna,Petrol,Ahmedabad,Manual,395000.0,50000,536000.0,26.30597014925373,0
163,2017,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,Petrol,Ahmedabad,Manual,525000.0,38000,667000.0,21.289355322338828,0
164,2019,Hyundai,Santro,Magna,Petrol,Ahmedabad,Manual,435000.0,31200,536000.0,18.84328358208955,0
165,2021,Maruti Suzuki,XL6,Alpha MT Petrol,Petrol,Ahmedabad,Manual,1150000.0,22091,1261000.0,8.80253766851705,0
167,2018,Hyundai,Tucson [2016-2020],GL 2WD AT Diesel,Diesel,Ahmedabad,Automatic,1090000.0,75000,2365000.0,53.911205073995774,0
168,2017,Volkswagen,Vento [2010-2012],Highline Diesel,Diesel,Ahmedabad,Manual,710000.0,78000,1026000.0,30.79922027290448,0
169,2016,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Ahmedabad,Manual,495000.0,93000,625000.0,20.8,0
171,2016,BMW,X1 [2010-2012],sDrive20d,Diesel,Ahmedabad,Automatic,2250000.0,46000,2580000.0,12.790697674418606,0
172,2016,Volvo,XC90 [2015-2021],D5 Inscription,Diesel,Ahmedabad,Automatic (TC),3390000.0,117000,8889000.0,61.86297671279108,0
173,2018,Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Petrol,Ahmedabad,Automatic,995000.0,60000,1356000.0,26.62241887905605,0
174,2016,Hyundai,Creta [2015-2017],1.6 S Plus AT,Diesel,Ahmedabad,Automatic,860000.0,62000,1393000.0,38.26274228284279,0
175,2018,Maruti Suzuki,Ciaz,Delta 1.3 Diesel,Diesel,Ahmedabad,Manual,680000.0,35000,981000.0,30.68297655453619,0
176,2021,Maruti Suzuki,Brezza,LXi,Petrol,Ahmedabad,Manual,775000.0,83000,834000.0,7.074340527577938,0
177,2015,Hyundai,i20 Active,1.2 S,Petrol,Ahmedabad,Manual,550000.0,71000,780000.0,29.48717948717949,0
178,2019,Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Diesel,Ahmedabad,Manual,725000.0,68000,846000.0,14.30260047281324,0
179,2017,Hyundai,Tucson [2016-2020],2WD AT GLS Diesel,Diesel,Ahmedabad,Automatic,1350000.0,80000,2449000.0,44.87545937117191,0
180,2019,Tata,Nexon [2017-2020],XZ,Diesel,Ahmedabad,Manual,825000.0,84000,876000.0,5.821917808219178,0
181,2018,Hyundai,Elantra [2016-2019],1.6 SX (O),Diesel,Ahmedabad,Manual,1075000.0,90000,1816000.0,40.80396475770925,0
183,2017,Maruti Suzuki,Ciaz [2017-2018],Sigma 1.4 MT,Petrol,Ahmedabad,Manual,775000.0,51000,804000.0,3.6069651741293534,0
184,2014,BMW,X1 [2010-2012],sDrive20d,Diesel,Ahmedabad,Automatic,1275000.0,77000,2580000.0,50.58139534883721,0
185,2016,Hyundai,Creta [2015-2017],1.6 SX,Diesel,Ahmedabad,Manual,870000.0,79000,1266000.0,31.27962085308057,0
186,2020,MG,Hector [2019-2021],Sharp 2.0 Diesel,Diesel,Ahmedabad,Manual,1375000.0,64000,1790000.0,23.18435754189944,0
187,2020,Maruti Suzuki,Ciaz [2017-2018],Delta 1.3 Hybrid,Diesel,Ahmedabad,Manual,650000.0,84000,991000.0,34.409687184661955,0
188,2015,Maruti Suzuki,S-Cross [2014-2017],Delta 1.6,Diesel,Ahmedabad,Manual,615000.0,85000,1062000.0,42.090395480225986,0
189,2018,BMW,3 Series,320d Luxury Line,Diesel,Ahmedabad,Automatic (TC),2475000.0,50000,4829000.0,48.747152619589976,0
190,2019,MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Petrol,Ahmedabad,Automatic (DCT),1290000.0,66000,1757000.0,26.57939669891861,0
191,2020,Hyundai,Tucson [2016-2020],GL (O) 2WD AT Diesel,Diesel,Ahmedabad,Automatic,1750000.0,79000,2425000.0,27.835051546391753,0
192,2016,Volvo,XC90 [2015-2021],D5 Inscription,Diesel,Ahmedabad,Automatic (TC),3490000.0,96000,8889000.0,60.737990775115314,0
193,2015,Hyundai,i20 Active,1.2 S,Petrol,Ahmedabad,Manual,495000.0,65000,780000.0,36.53846153846153,0
194,2017,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Ahmedabad,Automatic,1575000.0,85000,1762000.0,10.61293984108967,0
196,2023,Hyundai,i20,Asta (O) 1.2 IVT,Petrol,Ahmedabad,Automatic (CVT),1090000.0,33000,1106000.0,1.4466546112115732,0
198,2021,Maruti Suzuki,S-Presso,VXi,CNG,Ahmedabad,Manual,495000.0,71000,521000.0,4.990403071017274,0
200,2022,Maruti Suzuki,Baleno,Zeta MT,Petrol,Ahmedabad,Manual,725000.0,7000,843000.0,13.997627520759192,0
201,2018,Tata,Nexon [2017-2020],XM,Diesel,Ahmedabad,Manual,695000.0,53000,771000.0,9.857328145265889,0
202,2021,Maruti Suzuki,Celerio,VXi,CNG,Ahmedabad,Manual,545000.0,24000,583000.0,6.518010291595197,0
203,2021,Skoda,Rapid [2014-2015],1.6 MPI Active,Petrol,Ahmedabad,Manual,625000.0,30000,798000.0,21.67919799498747,0
205,2019,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Ahmedabad,Automatic,1690000.0,86000,1762000.0,4.0862656072644725,0
206,2023,Mahindra,XUV300,W8 (O) 1.2 Petrol,Petrol,Ahmedabad,Manual,1125000.0,1700,1261000.0,10.785091197462332,0
207,2022,Tata,Safari [2021-2023],XM,Diesel,Ahmedabad,Manual,1590000.0,75000,1715000.0,7.288629737609329,0
208,2019,Mahindra,XUV500,W11,Diesel,Ahmedabad,Manual,1395000.0,82000,1722000.0,18.989547038327526,0
209,2021,Tata,Altroz,XM Rhytm Plus Style Petrol,Petrol,Ahmedabad,Manual,635000.0,39000,695000.0,8.633093525179856,0
211,2015,Ford,Aspire,Trend 1.2 Ti-VCT,Petrol,Ahmedabad,Manual,390000.0,53000,669000.0,41.70403587443946,0
213,2020,Hyundai,Creta,E 1.5 Diesel,Diesel,Ahmedabad,Manual,1150000.0,70000,1256000.0,8.439490445859873,0
214,2015,Hyundai,Verna [2006-2010],i,Petrol,Ahmedabad,Manual,590000.0,84000,634000.0,6.940063091482649,0
215,2015,Honda,City [2014-2017],E,Diesel,Ahmedabad,Manual,595000.0,85000,841000.0,29.25089179548157,0
217,2022,Volkswagen,Taigun,Topline 1.0 TSI AT,Petrol,Ahmedabad,Automatic (TC),1275000.0,80000,1763000.0,27.680090754395913,0
218,2022,Kia,Carens [2022-2023],Luxury Plus 1.5 Diesel 6 STR,Diesel,Ahmedabad,Manual,1695000.0,58000,1750000.0,3.1428571428571432,0
219,2017,Hyundai,Xcent,E,Petrol,Ahmedabad,Manual,475000.0,75000,581000.0,18.244406196213426,0
220,2020,Honda,WR-V [2017-2020],VX MT Petrol,Petrol,Ahmedabad,Manual,690000.0,44000,940000.0,26.595744680851062,0
221,2016,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Ahmedabad,Manual,850000.0,80000,1266000.0,32.859399684044234,0
222,2014,Honda,Amaze [2013-2016],1.5 E i-DTEC,Diesel,Ahmedabad,Manual,370000.0,70000,651000.0,43.16436251920123,0
223,2015,Audi,A4 [2013-2016],2.0 TDI (143bhp),Diesel,Ahmedabad,Automatic,1690000.0,65000,3065000.0,44.86133768352366,0
226,2017,Honda,Jazz [2011-2013],S,Diesel,Ahmedabad,Manual,560000.0,62000,612000.0,8.49673202614379,0
227,2015,Maruti Suzuki,Ciaz [2014-2017],VDi (O) SHVS,Diesel,Ahmedabad,Manual,550000.0,70000,880000.0,37.5,0
228,2014,Hyundai,i20 [2008-2010],Asta 1.2,Petrol,Ahmedabad,Manual,450000.0,91000,644000.0,30.124223602484474,0
229,2017,Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Petrol,Ahmedabad,Manual,890000.0,87000,1205000.0,26.141078838174277,0
232,2014,Hyundai,i20 [2008-2010],Sportz 1.2 BS-IV,Petrol,Ahmedabad,Manual,440000.0,56000,598000.0,26.421404682274247,0
233,2019,Tata,Harrier [2019-2023],XT,Diesel,Ahmedabad,Manual,1295000.0,39000,1773000.0,26.959954878736603,0
234,2017,Toyota,Camry,Hybrid,Petrol,Ahmedabad,Automatic (e-CVT),1875000.0,48000,4617000.0,59.38921377517868,0
238,2015,Hyundai,Elantra [2012-2015],1.8 S,Petrol,Ahmedabad,Manual,595000.0,74000,1516000.0,60.75197889182058,0
240,2016,Skoda,Octavia [2015-2017],2.0 TDI CR Style Plus AT,Diesel,Ahmedabad,Automatic,945000.0,130000,2223000.0,57.48987854251012,0
241,2022,Jeep,Compass,Limited (O) 2.0 Diesel,Diesel,Ahmedabad,Manual,2200000.0,31262,2619000.0,15.998472699503626,0
242,2022,BMW,X3,xDrive20d Luxury Edition,Diesel,Ahmedabad,Automatic (TC),5700000.0,32930,6730000.0,15.304606240713225,0
243,2016,Honda,City [2014-2017],E,Diesel,Ahmedabad,Manual,670000.0,90000,841000.0,20.332936979785966,0
246,2020,Maruti Suzuki,S-Presso,VXi,Petrol,Ahmedabad,Manual,490000.0,16000,521000.0,5.950095969289827,0
