,Year,Make,Model,Variant,Engine Type,City,Transmission,Price_numeric,Distance_numeric,New_price_numeric,Price_Drop_%,to_drop
10925,2019,Hyundai,Elite i20 [2019-2020],Magna Plus 1.2,Petrol,Delhi,Manual,520000.0,65000,657000.0,20.85235920852359,0
10927,2020,Toyota,Innova Crysta [2020-2023],GX 2.4 7 STR,Diesel,Delhi,Manual,1835000.0,65000,2016000.0,8.978174603174603,0
10928,2018,Audi,Q3 [2017-2020],30 TDI Premium FWD,Diesel,Delhi,Automatic,1825000.0,85000,3678000.0,50.380641653072324,0
10931,2023,Jeep,Compass,Model S (O) 1.4 Petrol DCT,Petrol,Delhi,Automatic (DCT),2650000.0,6000,2829000.0,6.327324142806646,0
10932,2016,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,775000.0,68000,1000000.0,22.5,0
10933,2019,Hyundai,Creta [2019-2020],EX 1.4 CRDi,Diesel,Delhi,Manual,950000.0,42000,1105000.0,14.027149321266968,0
10934,2018,Honda,CR-V [2013-2018],2.0L 2WD AT,Petrol,Delhi,Automatic,1575000.0,80000,2479000.0,36.466317063331985,0
10935,2021,Maruti Suzuki,Baleno [2019-2022],Zeta,Petrol,Delhi,Manual,695000.0,35000,747000.0,6.961178045515395,0
10936,2020,Kia,Seltos [2019-2022],GTX Plus AT 1.4 [2019-2020],Petrol,Delhi,Automatic,1490000.0,48000,1729000.0,13.82301908617698,0
10938,2017,Mahindra,XUV500 [2011-2015],W6,Diesel,Delhi,Manual,725000.0,57000,1259000.0,42.414614773629864,0
10941,2016,Toyota,Camry,Hybrid,Petrol,Delhi,Automatic (e-CVT),1699000.0,75000,4617000.0,63.20121290881525,0
10943,2023,Maruti Suzuki,Jimny,Alpha AT,Petrol,Delhi,Automatic (TC),1475000.0,9000,1484000.0,0.6064690026954178,0
10945,2021,Hyundai,Aura,S 1.2 CNG,CNG,Delhi,Manual,750000.0,56000,831000.0,9.747292418772563,0
10947,2020,Kia,Carnival,Limousine Plus 7 STR,Diesel,Delhi,Automatic (TC),3100000.0,40000,3548000.0,12.62683201803833,0
10948,2021,Kia,Seltos [2019-2022],HTK Plus 1.5,Petrol,Delhi,Manual,1175000.0,44000,1235000.0,4.8582995951417,0
10951,2016,Mahindra,XUV500 [2015-2018],W10,Diesel,Delhi,Manual,895000.0,78000,1683000.0,46.821152703505646,0
10953,2015,Audi,Q5 [2009-2012],2.0 TDI quattro,Diesel,Delhi,Automatic,1450000.0,59000,4453000.0,67.43768246126207,0
10954,2018,Hyundai,Elite i20 [2014-2015],Sportz 1.2,Petrol,Delhi,Manual,550000.0,63000,676000.0,18.639053254437872,0
10959,2017,Jeep,Compass,Longitude 2.0 Diesel,Diesel,Delhi,Manual,849000.0,83000,2219000.0,61.73952230734565,0
10960,2021,Toyota,Innova Crysta,GX 7 STR,Petrol,Delhi,Manual,1851000.0,48000,1999000.0,7.403701850925462,0
10962,2018,Hyundai,Elite i20 [2014-2015],Sportz 1.2,Petrol,Delhi,Manual,550000.0,52000,676000.0,18.639053254437872,0
10963,2015,Toyota,Corolla Altis,G Petrol,Petrol,Delhi,Manual,825000.0,51000,1646000.0,49.878493317132445,0
10964,2017,BMW,X1 [2016-2020],xDrive20d xLine,Diesel,Delhi,Automatic,1795000.0,70000,3748000.0,52.107790821771616,0
10965,2022,Jeep,Meridian,Limited (O) 4X4 AT [2022],Diesel,Delhi,Automatic (TC),2895000.0,26000,3715000.0,22.072678331090177,0
10967,2019,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Delhi,Automatic,2890000.0,70000,3352000.0,13.782816229116946,0
10968,2017,Hyundai,Grand i10,Magna 1.2 Kappa VTVT,CNG,Delhi,Manual,415000.0,61000,606000.0,31.51815181518152,0
10969,2017,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Delhi,Automatic,2199000.0,89000,3352000.0,34.39737470167065,0
10971,2017,Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Diesel,Delhi,Automatic,890000.0,68000,1468000.0,39.3732970027248,0
10972,2018,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Delhi,Automatic,1800000.0,86000,2258000.0,20.28343666961913,0
10973,2018,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Delhi,Automatic,1590000.0,91000,1762000.0,9.761634506242906,0
10975,2020,Toyota,Fortuner [2016-2021],2.8 4x4 AT,Diesel,Delhi,Automatic (TC),3400000.0,25000,3445000.0,1.3062409288824384,0
10976,2019,Skoda,Superb,L&K,Petrol,Delhi,Automatic (DCT),2050000.0,40000,5400000.0,62.03703703703704,0
10977,2017,Mahindra,TUV300,T8,Diesel,Delhi,Manual,625000.0,41000,982000.0,36.354378818737274,0
10978,2016,Hyundai,Eon,Era +,Petrol,Delhi,Manual,285000.0,53107,388000.0,26.54639175257732,0
10979,2021,MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD,Diesel,Delhi,Automatic (TC),3131000.0,49000,4316000.0,27.455977757182577,0
10980,2019,Tata,Harrier [2019-2023],XZ,Diesel,Delhi,Manual,1285000.0,59000,1913000.0,32.828018818609515,0
10981,2017,Hyundai,Tucson [2016-2020],2WD MT Petrol,Petrol,Delhi,Manual,1155000.0,60000,1878000.0,38.498402555910545,0
10982,2020,Hyundai,Santro,Magna,Petrol,Delhi,Manual,445000.0,16000,536000.0,16.977611940298505,0
10984,2017,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Petrol,Delhi,Manual,490000.0,64000,638000.0,23.197492163009404,0
10985,2018,Volkswagen,Ameo,Highline1.2L (P) [2016-2018],Petrol,Delhi,Manual,475000.0,62000,719000.0,33.936022253129345,0
10987,2022,Mahindra,XUV700,AX 7 Petrol AT 7 STR,Petrol,Delhi,Automatic (TC),2095000.0,36000,2299000.0,8.873423227490212,0
10989,2016,Maruti Suzuki,S-Cross [2014-2017],Zeta 1.3,Diesel,Delhi,Manual,495000.0,60000,968000.0,48.86363636363637,0
10990,2020,Kia,Seltos [2019-2022],GTX Plus AT 1.5 Diesel [2019-2020],Diesel,Delhi,Automatic,1475000.0,42000,1734000.0,14.936562860438293,0
10993,2022,MG,Hector [2021-2023],Sharp 1.5 Petrol CVT,Petrol,Delhi,Automatic (CVT),1799000.0,6000,2003000.0,10.18472291562656,0
10996,2019,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Delhi,Manual,595000.0,58000,625000.0,4.8,0
10997,2017,Toyota,Fortuner [2016-2021],2.8 4x4 AT,Diesel,Delhi,Automatic (TC),2675000.0,34000,3445000.0,22.35123367198839,0
10998,2019,Jeep,Compass [2017-2021],Limited Plus Petrol AT,Petrol,Delhi,Automatic (DCT),1675000.0,27000,2195000.0,23.690205011389523,0
10999,2017,Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Petrol,Delhi,Manual,645000.0,63000,686000.0,5.97667638483965,0
11000,2019,Tata,Tiago,XT,Petrol,Delhi,Manual,425000.0,26000,640000.0,33.59375,0
11001,2018,Toyota,Innova Crysta,GX 8 STR,Diesel,Delhi,Manual,1475000.0,51000,1999000.0,26.21310655327664,0
11002,2022,Mahindra,XUV700,AX 7 Petrol AT 7 STR,Petrol,Delhi,Automatic (TC),2290000.0,22000,2299000.0,0.39147455415397997,0
11003,2023,Maruti Suzuki,Jimny,Alpha AT,Petrol,Delhi,Automatic (TC),1450000.0,4000,1484000.0,2.2911051212938007,0
11004,2022,Skoda,Kushaq,Style 1.0L TSI AT,Petrol,Delhi,Automatic (TC),1349000.0,26000,1789000.0,24.594745667970933,0
11005,2018,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Delhi,Manual,560000.0,48000,625000.0,10.4,0
11006,2018,Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Petrol,Delhi,Manual,275000.0,35000,371000.0,25.87601078167116,0
11009,2015,Maruti Suzuki,Celerio,VXi,Petrol,Delhi,Manual,320000.0,55000,583000.0,45.1114922813036,0
11011,2018,Ford,Endeavour [2016-2019],Titanium 2.2 4x2 AT,Diesel,Delhi,Automatic,2175000.0,93000,3104000.0,29.929123711340207,0
11012,2020,Maruti Suzuki,Ciaz,Alpha 1.5,Petrol,Delhi,Manual,850000.0,40000,1118000.0,23.97137745974955,0
11014,2017,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Delhi,Automatic,2190000.0,88000,3352000.0,34.665871121718375,0
11015,2016,Maruti Suzuki,Ertiga [2015-2018],ZDI + SHVS,Diesel,Delhi,Manual,690000.0,41000,1095000.0,36.986301369863014,0
11016,2021,Tata,Tiago,XT,Petrol,Delhi,Manual,530000.0,22000,640000.0,17.1875,0
11020,2021,Toyota,Innova Crysta,GX 7 STR,Petrol,Delhi,Manual,1825000.0,52000,1999000.0,8.704352176088044,0
11021,2019,Tata,Hexa,XE 4x2 7 STR,Diesel,Delhi,Manual,890000.0,37000,1369000.0,34.98904309715121,0
11022,2021,Tata,Altroz,XE Petrol,Petrol,Delhi,Manual,529000.0,27000,665000.0,20.451127819548873,0
11023,2015,Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Diesel,Delhi,Automatic,1290000.0,53000,3462000.0,62.738301559792035,0
11024,2021,Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Petrol,Delhi,Automatic (DCT),1199000.0,7000,1309000.0,8.403361344537815,0
11025,2021,Hyundai,Aura,SX 1.2 (O) Petrol,Petrol,Delhi,Manual,750000.0,18000,866000.0,13.394919168591224,0
11027,2023,Mahindra,Thar,LX Hard Top Diesel MT,Diesel,Delhi,Manual,1445000.0,10000,1486000.0,2.759084791386272,0
11028,2014,Skoda,Superb [2009-2014],Elegance 1.8 TSI AT,Petrol,Delhi,Automatic,599000.0,70000,2233000.0,73.17510076130766,0
11030,2022,Kia,Sonet,X Line 1.5 Diesel AT,Diesel,Delhi,Automatic (TC),1525000.0,21000,1575000.0,3.1746031746031744,0
11031,2019,Maruti Suzuki,Swift,VXi,Petrol,Delhi,Manual,575000.0,19000,700000.0,17.857142857142858,0
11032,2022,Volkswagen,Taigun,Highline 1.0 TSI MT,Petrol,Delhi,Manual,1240000.0,22000,1388000.0,10.662824207492795,0
11034,2019,Jaguar,F-Pace [2016-2021],Prestige,Diesel,Delhi,Automatic,3900000.0,33900,6464000.0,39.665841584158414,0
11035,2017,Toyota,Corolla Altis [2014-2017],VL AT Petrol,Petrol,Delhi,Automatic (CVT),1221000.0,63000,1902000.0,35.80441640378549,0
11036,2016,Volvo,XC90 [2015-2021],D5 Inscription,Diesel,Delhi,Automatic (TC),3700000.0,57000,8889000.0,58.375520305996176,0
11037,2018,Volkswagen,Polo,GT,Petrol,Delhi,Automatic (TC),740000.0,19000,1024000.0,27.734375,0
11038,2018,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,810000.0,50000,1000000.0,19.0,0
11039,2014,Hyundai,Elantra [2012-2015],1.8 S,Petrol,Delhi,Manual,510000.0,86000,1516000.0,66.35883905013192,0
11042,2017,Toyota,Fortuner [2016-2021],2.8 4x4 AT,Diesel,Delhi,Automatic (TC),2700000.0,47000,3445000.0,21.6255442670537,0
11043,2014,Audi,Q5 [2009-2012],3.0 TDI quattro,Diesel,Delhi,Automatic,1299000.0,65000,5023000.0,74.13896078041012,0
11044,2020,Land Rover,Range Rover Sport [2018-2022],HSE 2.0 Petrol,Petrol,Delhi,Automatic (TC),9800000.0,44000,10300000.0,4.854368932038835,0
11046,2021,Mahindra,Thar,LX Hard Top Diesel MT,Diesel,Delhi,Manual,1470000.0,41000,1486000.0,1.0767160161507403,0
11050,2017,Renault,Duster [2016-2019],RXL Petrol,Petrol,Delhi,Manual,595000.0,29000,883000.0,32.61608154020385,0
11051,2015,Honda,City [2014-2017],E,Petrol,Delhi,Manual,549000.0,83000,841000.0,34.720570749108205,0
11053,2015,Audi,A4 [2013-2016],35 TDI Premium,Diesel,Delhi,Automatic,1090000.0,43000,3665000.0,70.25920873124147,0
11054,2019,Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Diesel,Delhi,Manual,935000.0,45000,1000000.0,6.5,0
11055,2015,Mahindra,XUV500 [2015-2018],W10,Diesel,Delhi,Manual,711000.0,71000,1683000.0,57.75401069518716,0
11056,2016,Honda,City [2014-2017],E,Diesel,Delhi,Manual,541000.0,67000,841000.0,35.6718192627824,0
11057,2017,Toyota,Fortuner [2016-2021],2.8 4x2 MT,Diesel,Delhi,Manual,2350000.0,79000,3069000.0,23.427826653633105,0
11058,2016,Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Petrol,Delhi,Manual,750000.0,83000,1205000.0,37.75933609958506,0
11059,2022,Maruti Suzuki,Brezza,VXi,Petrol,Delhi,Manual,825000.0,34000,969000.0,14.860681114551083,0
11060,2017,Tata,Tiago,XM,Petrol,Delhi,Manual,370000.0,51000,600000.0,38.333333333333336,0
11061,2016,Toyota,Camry,Hybrid,Petrol,Delhi,Automatic (e-CVT),1585000.0,90000,4617000.0,65.67034871128439,0
11063,2017,Toyota,Etios [2010-2013],V,Petrol,Delhi,Manual,474000.0,30000,681000.0,30.396475770925107,0
11064,2018,Skoda,Kodiaq,L&K,Diesel,Delhi,Automatic (DCT),2150000.0,70000,3999000.0,46.236559139784944,0
11065,2015,Maruti Suzuki,Alto [2000-2005],LX,Petrol,Delhi,,275000.0,42882,292000.0,5.821917808219178,0
11066,2015,Honda,Amaze [2013-2016],1.2 VX  (O)  i-VTEC,Petrol,Delhi,Manual,410000.0,34000,758000.0,45.91029023746702,0
11067,2021,Kia,Carnival,Limousine Plus 7 STR,Diesel,Delhi,Automatic (TC),3050000.0,38000,3548000.0,14.03607666290868,0
11068,2015,Hyundai,Elite i20 [2014-2015],Asta 1.2,Petrol,Delhi,Manual,535000.0,55000,712000.0,24.859550561797754,0
11070,2016,Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Diesel,Delhi,Automatic,1550000.0,17000,3664000.0,57.69650655021834,0
11071,2018,Volkswagen,Ameo,Highline1.2L (P) [2016-2018],Petrol,Delhi,Manual,525000.0,61000,719000.0,26.981919332406118,0
11073,2018,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,820000.0,46000,1000000.0,18.0,0
11077,2017,Maruti Suzuki,Ertiga [2015-2018],VXI,CNG,Delhi,Manual,725000.0,62000,793000.0,8.575031525851198,0
11080,2014,Toyota,Corolla Altis [2008-2011],1.8 J,Petrol,Delhi,Manual,650000.0,61000,1157000.0,43.82022471910113,0
11081,2018,Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Diesel,Delhi,Automatic,2650000.0,75000,3352000.0,20.94272076372315,0
11083,2019,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Delhi,Manual,850000.0,27000,908000.0,6.387665198237885,0
11084,2021,Mahindra,Thar,LX Hard Top Petrol AT,Petrol,Delhi,Automatic (TC),1394000.0,30000,1581000.0,11.827956989247312,0
11085,2017,Renault,Duster [2016-2019],RXS CVT,Petrol,Delhi,Automatic (CVT),599000.0,42000,1000000.0,40.1,0
11086,2015,Hyundai,Elite i20 [2014-2015],Sportz 1.4,Diesel,Delhi,Manual,450000.0,61000,797000.0,43.53826850690088,0
11087,2014,Honda,City [2014-2017],E,Petrol,Delhi,Manual,490000.0,76000,841000.0,41.73602853745541,0
11088,2019,Toyota,Innova Crysta [2016-2020],Touring Sport Petrol AT,Petrol,Delhi,Automatic,1750000.0,59000,2247000.0,22.118380062305295,0
11089,2018,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,810000.0,52000,1000000.0,19.0,0
11091,2017,Toyota,Camry,Hybrid,Petrol,Delhi,Automatic (e-CVT),1990000.0,85000,4617000.0,56.89841888672298,0
11092,2017,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Delhi,Manual,975000.0,45000,1266000.0,22.985781990521325,0
11094,2022,Maruti Suzuki,Baleno,Alpha AGS,Petrol,Delhi,Automatic (AMT),925000.0,3819,988000.0,6.376518218623482,0
11097,2018,Maruti Suzuki,Ciaz,Alpha 1.3 Diesel,Diesel,Delhi,Manual,715000.0,48664,1103000.0,35.17679057116953,0
11098,2017,Toyota,Fortuner [2016-2021],2.8 4x2 MT,Diesel,Delhi,Manual,2350000.0,88000,3069000.0,23.427826653633105,0
11103,2019,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,875000.0,21000,1000000.0,12.5,0
11104,2016,Toyota,Camry,Hybrid,Petrol,Delhi,Automatic (e-CVT),1625000.0,49000,4617000.0,64.80398527182153,0
11107,2019,Land Rover,Range Rover Sport [2013-2018],SDV6 S,Diesel,Delhi,Automatic,8200000.0,64000,9470000.0,13.410770855332629,0
11109,2017,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Delhi,Manual,600000.0,35000,625000.0,4.0,0
11111,2015,Maruti Suzuki,Ciaz [2014-2017],VXi,Petrol,Delhi,Manual,510000.0,46000,785000.0,35.03184713375796,0
11112,2022,Skoda,Kushaq,Ambition 1.0L TSI MT,Petrol,Delhi,Manual,1199000.0,12000,1419000.0,15.503875968992247,0
11113,2022,Maruti Suzuki,XL6,Alpha MT Petrol,Petrol,Delhi,Manual,1099000.0,27000,1261000.0,12.846946867565423,0
11114,2018,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Delhi,Manual,525000.0,44000,625000.0,16.0,0
11115,2016,Volvo,XC90 [2007-2015],D5 AWD,Diesel,Delhi,Automatic,3290000.0,68000,5708000.0,42.36159775753329,0
11116,2019,BMW,X3 [2018-2022],xDrive 20d Luxury Line,Diesel,Delhi,Automatic (TC),4075000.0,75000,6483000.0,37.143297855930896,0
11117,2014,MINI,Cooper,S,Petrol,Delhi,Automatic (DCT),1949000.0,61000,4195000.0,53.539928486293206,0
11118,2014,Hyundai,Elantra [2012-2015],1.8 S,Petrol,Delhi,Manual,525000.0,64585,1516000.0,65.36939313984169,0
11121,2024,Maruti Suzuki,Jimny,Zeta MT,Petrol,Delhi,Manual,1199000.0,3000,1274000.0,5.8869701726844585,0
11122,2015,Hyundai,Elite i20 [2014-2015],Sportz 1.4,Diesel,Delhi,Manual,460000.0,90000,797000.0,42.28356336260979,0
11123,2021,Mahindra,Thar,LX Hard Top Petrol AT,Petrol,Delhi,Automatic (TC),1490000.0,24000,1581000.0,5.755850727387729,0
11125,2019,Skoda,Superb,L&K,Petrol,Delhi,Automatic (DCT),2195000.0,46000,5400000.0,59.351851851851855,0
11127,2014,BMW,3 Series,320d Luxury Line,Diesel,Delhi,Automatic (TC),1390000.0,83000,4829000.0,71.21557258231518,0
11133,2020,Kia,Seltos [2019-2022],HTX IVT 1.5 [2019-2020],Petrol,Delhi,Automatic (CVT),1340000.0,55000,1409000.0,4.897090134847409,0
11134,2017,Toyota,Corolla Altis [2014-2017],VL AT Petrol,Petrol,Delhi,Automatic (CVT),1170000.0,39000,1902000.0,38.48580441640379,0
11135,2020,Land Rover,Discovery [2014-2017],SE,Diesel,Delhi,Automatic,4700000.0,44000,10500000.0,55.23809523809524,0
11139,2020,Kia,Carnival,Prestige 7 STR,Diesel,Delhi,Automatic (TC),2450000.0,81000,3097000.0,20.891185017759124,0
11140,2016,Audi,A4 [2008-2013],1.8 TFSI,Petrol,Delhi,Automatic,1792000.0,65000,2892000.0,38.035961272475795,0
11142,2014,Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Diesel,Delhi,Automatic,875000.0,126000,3462000.0,74.72559214326978,0
11143,2017,Maruti Suzuki,Swift DZire [2011-2015],VXI,Petrol,Delhi,Manual,550000.0,29000,570000.0,3.508771929824561,0
11144,2016,Honda,City [2014-2017],E,Petrol,Delhi,Manual,645000.0,40000,841000.0,23.305588585017837,0
11145,2015,Maruti Suzuki,Swift  [2005-2010],VDi,Diesel,Delhi,Manual,425000.0,71000,517000.0,17.79497098646035,0
11146,2016,Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Petrol,Delhi,Manual,725000.0,83000,1205000.0,39.83402489626556,0
11147,2021,Hyundai,Creta [2020-2023],SX 1.5 Diesel,Diesel,Delhi,Manual,1465000.0,46000,1580000.0,7.2784810126582276,0
11148,2015,Honda,City [2014-2017],E,Petrol,Delhi,Manual,625000.0,60000,841000.0,25.68370986920333,0
11149,2019,Audi,Q3 [2017-2020],30 TFSI Premium,Petrol,Delhi,Automatic,2675000.0,43000,3497000.0,23.505862167572207,0
11150,2022,Skoda,Kushaq,Style 1.0L TSI AT,Petrol,Delhi,Automatic (TC),1350000.0,27000,1789000.0,24.538848518725544,0
11153,2021,Maruti Suzuki,Brezza,ZXi,Petrol,Delhi,Manual,899000.0,38000,1114000.0,19.299820466786354,0
11154,2020,Kia,Seltos [2019-2022],GTX 1.4,Petrol,Delhi,Manual,1499000.0,65000,1566000.0,4.278416347381865,0
11156,2019,Toyota,Innova Crysta [2020-2023],GX 2.4 7 STR,Diesel,Delhi,Manual,1575000.0,62000,2016000.0,21.875,0
11157,2016,Honda,BR-V,VX Diesel,Diesel,Delhi,Manual,625000.0,68200,1390000.0,55.03597122302158,0
11160,2018,Maruti Suzuki,Swift [2011-2014],ZDi,Diesel,Delhi,Manual,575000.0,83317,691000.0,16.78726483357453,0
11162,2022,Maruti Suzuki,Brezza,VXi,Petrol,Delhi,Manual,825000.0,24000,969000.0,14.860681114551083,0
11164,2018,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Delhi,Automatic,1690000.0,75000,2258000.0,25.155004428697964,0
11165,2016,Hyundai,Creta [2015-2017],1.6 S Petrol,Petrol,Delhi,Manual,675000.0,54000,1051000.0,35.77545195052331,0
11167,2015,Maruti Suzuki,S-Cross [2014-2017],Sigma 1.3,Diesel,Delhi,Manual,410000.0,110568,819000.0,49.93894993894994,0
11168,2019,Toyota,Innova Crysta [2016-2020],2.4 G 7 STR,Diesel,Delhi,Manual,1550000.0,66000,1645000.0,5.775075987841945,0
11170,2018,Maruti Suzuki,Celerio,VXi,CNG,Delhi,Manual,425000.0,52000,583000.0,27.101200686106345,0
11171,2016,Honda,Amaze [2013-2016],1.2 S i-VTEC,Petrol,Delhi,Manual,415000.0,44000,620000.0,33.064516129032256,0
11172,2018,Tata,Tiago,XM,Petrol,Delhi,Manual,375000.0,65000,600000.0,37.5,0
11173,2017,Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Petrol,Delhi,Automatic,499000.0,35000,711000.0,29.817158931082982,0
11174,2014,Honda,CR-V [2013-2018],2.4L 4WD AVN,Petrol,Delhi,Automatic,875000.0,75435,2710000.0,67.71217712177122,0
11175,2014,Honda,CR-V [2013-2018],2.4L 4WD AVN,Petrol,Delhi,Automatic,990000.0,83940,2710000.0,63.46863468634686,0
11176,2022,Toyota,Camry,Hybrid,Hybrid,Delhi,Automatic (e-CVT),3799000.0,42000,4617000.0,17.71713233701538,0
11177,2013,Audi,Q5 [2009-2012],2.0 TDI quattro,Diesel,Delhi,Automatic,1199000.0,78000,4453000.0,73.07433191107118,0
11178,2019,Maruti Suzuki,Ciaz,Delta 1.3 Diesel,Diesel,Delhi,Manual,524000.0,80000,981000.0,46.58511722731906,0
11179,2018,Mahindra,XUV500 [2011-2015],W8,Diesel,Delhi,Manual,820000.0,68000,1430000.0,42.65734265734265,0
11182,2017,Audi,A3 [2014-2017],35 TDI Premium,Diesel,Delhi,Automatic,1399000.0,75000,2855000.0,50.99824868651489,0
11183,2018,Mahindra,XUV500 [2011-2015],W6,Diesel,Delhi,Manual,875000.0,99000,1259000.0,30.500397140587772,0
11184,2018,Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Petrol,Delhi,Manual,865000.0,71000,1000000.0,13.5,0
11186,2021,Volkswagen,Taigun,GT Plus 1.5 TSI DSG,Petrol,Delhi,Automatic (DCT),1550000.0,48000,1944000.0,20.267489711934157,0
11187,2015,Honda,Amaze [2013-2016],1.2 S i-VTEC,Petrol,Delhi,Manual,355000.0,81000,620000.0,42.74193548387097,0
11188,2018,Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Petrol,Delhi,Manual,535000.0,39000,686000.0,22.011661807580175,0
11196,2018,Hyundai,Creta [2018-2019],SX 1.6 AT CRDi,Diesel,Delhi,Automatic,950000.0,41000,1500000.0,36.666666666666664,0
11197,2020,Tata,Harrier [2019-2023],XT,Diesel,Delhi,Manual,1075000.0,77000,1773000.0,39.36830231246475,0
11198,2020,Kia,Sonet [2020-2022],GTX Plus 1.5,Diesel,Delhi,Manual,1000000.0,22000,1284000.0,22.118380062305295,0
11200,2021,Renault,Kiger [2021-2022],RXZ 1.0 Turbo MT,Petrol,Delhi,Manual,850000.0,12000,920000.0,7.608695652173914,0
11201,2015,Toyota,Fortuner [2012-2016],3.0 4x2 MT,Diesel,Delhi,Manual,1250000.0,134000,2547000.0,50.92265410286612,0
11202,2019,Renault,Duster [2016-2019],85 PS RXS 4X2 MT Diesel,Diesel,Delhi,Manual,685000.0,71000,1000000.0,31.5,0
11203,2018,Honda,WR-V [2017-2020],VX MT Petrol,Petrol,Delhi,Manual,740000.0,48000,940000.0,21.27659574468085,0
11205,2023,Maruti Suzuki,Grand Vitara,Zeta Smart Hybrid,Mild,+,Manual,1180000.0,8000,1397000.0,15.533285612025768,0
11206,2021,Hyundai,Creta,S 1.5 Petrol,Petrol,Delhi,Manual,1245000.0,24000,1343000.0,7.297096053611318,0
11207,2016,Volkswagen,Polo,GT,Petrol,Delhi,Automatic (TC),625000.0,79000,1024000.0,38.96484375,0
11208,2019,Tata,Tiago,XZ,Petrol,Delhi,Manual,445000.0,57000,639000.0,30.359937402190923,0
11209,2022,Maruti Suzuki,Alto K10,VXi,Petrol,Delhi,Manual,425000.0,70,506000.0,16.007905138339922,0
11210,2021,Maruti Suzuki,Brezza,ZXi,Petrol,Delhi,Manual,945000.0,28399,1114000.0,15.170556552962298,0
11211,2017,BMW,3 Series,320d Luxury Line,Diesel,Delhi,Automatic (TC),2499000.0,25000,4829000.0,48.25015531165873,0
11212,2021,Hyundai,Creta,SX 1.5 Petrol,Petrol,Delhi,Manual,1345000.0,33000,1530000.0,12.091503267973856,0
11213,2022,Skoda,Kushaq,Style 1.5L TSI DSG,Petrol,Delhi,Automatic (DCT),1450000.0,17000,1979000.0,26.73067205659424,0
11214,2014,Honda,Amaze [2013-2016],1.2 S AT i-VTEC,Petrol,Delhi,Automatic,360000.0,59000,721000.0,50.069348127600556,0
11215,2023,Maruti Suzuki,Ciaz,Alpha 1.5,Petrol,Delhi,Manual,995000.0,5425,1118000.0,11.001788908765652,0
11216,2018,Maruti Suzuki,Celerio,VXi,CNG,Delhi,Manual,415000.0,52000,583000.0,28.81646655231561,0
11218,2023,MG,Gloster,Savvy 7 STR 2.0 Twin Turbo 4WD,Diesel,Delhi,Automatic (TC),3895000.0,10500,4316000.0,9.754402224281742,0
11221,2016,Audi,Q3 [2015-2017],30 TDI S,Diesel,Delhi,Manual,1395000.0,65890,3127000.0,55.38855132715062,0
11222,2016,Honda,City [2014-2017],E,Petrol,Delhi,Manual,649000.0,33000,841000.0,22.829964328180736,0
11223,2022,Volkswagen,Taigun,Topline 1.0 TSI AT,Petrol,Delhi,Automatic (TC),1625000.0,25000,1763000.0,7.827566647759501,0
11224,2017,Hyundai,Tucson [2016-2020],GL 2WD AT Diesel,Diesel,Delhi,Automatic,975000.0,87000,2365000.0,58.7737843551797,0
11225,2022,Mahindra,Thar,LX Hard Top Diesel MT,Diesel,Delhi,Manual,1425000.0,26000,1486000.0,4.104979811574697,0
